Number of Comparisons : 242991
Swiss , 0.0 , 0.0 , Cheddar , 2.19 , 5.475
Cheddar , 17.66 , 44.15 , Swiss , 13.84 , 0.0
Swiss , 4.67 , 44.365 , Cheddar , 26.51 , 0.0
Swiss , 4.68 , 44.459999999999994 , Wensleydale , 52.35 , 0.0
Cheddar , 17.83 , 44.574999999999996 , Cheddar , 13.71 , 0.0
Swiss , 4.71 , 44.745 , Swiss , 9.91 , 0.0
Swiss , 4.72 , 44.839999999999996 , Wensleydale , 1.22 , 0.0
Cheddar , 18.04 , 45.099999999999994 , Wensleydale , 9.48 , 0.0
Cheddar , 18.06 , 45.15 , Wensleydale , 65.05 , 0.0
Swiss , 4.77 , 45.315 , Swiss , 20.98 , 0.0
Wensleydale , 3.3 , 45.375 , Swiss , 12.34 , 0.0
Cheddar , 18.2 , 45.5 , Swiss , 10.85 , 0.0
Wensleydale , 3.33 , 45.7875 , Wensleydale , 6.13 , 0.0
Cheddar , 18.51 , 46.275000000000006 , Wensleydale , 5.4 , 0.0
Cheddar , 18.62 , 46.550000000000004 , Cheddar , 8.84 , 0.0
Cheddar , 18.67 , 46.675000000000004 , Wensleydale , 5.24 , 0.0
Cheddar , 18.83 , 47.074999999999996 , Cheddar , 41.64 , 0.0
Cheddar , 18.87 , 47.175000000000004 , Wensleydale , 0.0 , 0.0
Cheddar , 18.94 , 47.35 , Cheddar , 6.23 , 0.0
Wensleydale , 3.5 , 48.125 , Cheddar , 20.89 , 0.0
Cheddar , 19.31 , 48.275 , Cheddar , 31.6 , 0.0
Cheddar , 19.37 , 48.425000000000004 , Wensleydale , 6.98 , 0.0
Cheddar , 19.43 , 48.575 , Cheddar , 81.72 , 0.0
Wensleydale , 3.56 , 48.95 , Cheddar , 10.31 , 0.0
Swiss , 5.17 , 49.115 , Wensleydale , 42.72 , 0.0
Cheddar , 19.72 , 49.3 , Swiss , 0.04 , 0.0
Swiss , 5.3 , 50.35 , Cheddar , 67.06 , 0.0
Swiss , 5.31 , 50.44499999999999 , Cheddar , 89.16 , 0.0
Swiss , 5.32 , 50.540000000000006 , Swiss , 62.56 , 594.32
Swiss , 5.32 , 50.540000000000006 , Swiss , 62.7 , 595.65
Cheddar , 20.35 , 50.875 , Swiss , 32.44 , 0.0
Cheddar , 20.39 , 50.975 , Wensleydale , 17.11 , 0.0
Cheddar , 20.41 , 51.025 , Cheddar , 27.73 , 0.0
Cheddar , 20.67 , 51.675000000000004 , Wensleydale , 38.16 , 0.0
Swiss , 5.45 , 51.775 , Cheddar , 19.37 , 0.0
Wensleydale , 3.77 , 51.8375 , Cheddar , 10.09 , 0.0
Cheddar , 20.94 , 52.35 , Swiss , 25.65 , 0.0
Swiss , 5.61 , 53.295 , Cheddar , 52.83 , 0.0
Cheddar , 21.34 , 53.35 , Swiss , 21.37 , 0.0
Swiss , 5.63 , 53.485 , Swiss , 20.6 , 0.0
Cheddar , 21.4 , 53.5 , Cheddar , 29.54 , 0.0
Wensleydale , 3.91 , 53.7625 , Swiss , 0.08 , 0.0
Cheddar , 21.6 , 54.0 , Wensleydale , 54.4 , 0.0
Swiss , 5.75 , 54.625 , Cheddar , 31.38 , 0.0
Cheddar , 21.96 , 54.900000000000006 , Wensleydale , 17.14 , 0.0
Cheddar , 22.13 , 55.324999999999996 , Cheddar , 24.13 , 0.0
Wensleydale , 4.03 , 55.4125 , Wensleydale , 60.28 , 0.0
Cheddar , 22.18 , 55.45 , Cheddar , 25.0 , 0.0
Cheddar , 22.44 , 56.1 , Wensleydale , 12.7 , 0.0
Cheddar , 22.6 , 56.5 , Cheddar , 48.43 , 0.0
Swiss , 5.95 , 56.525 , Cheddar , 0.66 , 0.0
Swiss , 5.97 , 56.714999999999996 , Cheddar , 18.38 , 0.0
Swiss , 5.98 , 56.81 , Wensleydale , 15.67 , 0.0
Swiss , 5.99 , 56.905 , Wensleydale , 19.07 , 0.0
Cheddar , 22.96 , 57.400000000000006 , Wensleydale , 70.31 , 0.0
Cheddar , 23.0 , 57.5 , Swiss , 5.39 , 0.0
Swiss , 6.1 , 57.949999999999996 , Wensleydale , 2.43 , 0.0
Cheddar , 23.22 , 58.05 , Wensleydale , 17.35 , 0.0
Wensleydale , 4.23 , 58.16250000000001 , Wensleydale , 5.45 , 0.0
Wensleydale , 4.28 , 58.85 , Swiss , 21.89 , 0.0
Swiss , 6.2 , 58.9 , Wensleydale , 2.08 , 0.0
Wensleydale , 4.29 , 58.9875 , Wensleydale , 21.02 , 0.0
Swiss , 6.22 , 59.089999999999996 , Cheddar , 1.2 , 0.0
Cheddar , 23.71 , 59.275000000000006 , Cheddar , 45.48 , 0.0
Wensleydale , 4.33 , 59.5375 , Swiss , 14.49 , 0.0
Wensleydale , 4.34 , 59.675 , Swiss , 59.49 , 0.0
Cheddar , 24.12 , 60.300000000000004 , Cheddar , 12.75 , 0.0
Wensleydale , 4.4 , 60.50000000000001 , Swiss , 89.95 , 0.0
Cheddar , 24.35 , 60.875 , Wensleydale , 72.32 , 0.0
Cheddar , 24.38 , 60.949999999999996 , Wensleydale , 8.49 , 0.0
Swiss , 6.43 , 61.084999999999994 , Wensleydale , 1.41 , 0.0
Cheddar , 24.45 , 61.125 , Cheddar , 19.08 , 0.0
Wensleydale , 4.47 , 61.4625 , Cheddar , 67.82 , 0.0
Cheddar , 24.65 , 61.625 , Wensleydale , 58.36 , 0.0
Wensleydale , 4.57 , 62.837500000000006 , Cheddar , 19.24 , 0.0
Swiss , 6.64 , 63.08 , Cheddar , 11.4 , 0.0
Cheddar , 25.25 , 63.125 , Cheddar , 4.48 , 0.0
Swiss , 6.65 , 63.175000000000004 , Swiss , 24.64 , 0.0
Cheddar , 25.3 , 63.25 , Wensleydale , 48.13 , 0.0
Wensleydale , 4.62 , 63.525 , Swiss , 1.49 , 0.0
Wensleydale , 4.68 , 64.35 , Wensleydale , 1.25 , 17.1875
Cheddar , 25.74 , 64.35 , Cheddar , 44.29 , 110.725
Swiss , 6.82 , 64.79 , Swiss , 51.69 , 0.0
Cheddar , 25.99 , 64.975 , Swiss , 8.09 , 0.0
Wensleydale , 4.76 , 65.45 , Cheddar , 3.08 , 0.0
Wensleydale , 4.83 , 66.4125 , Cheddar , 29.86 , 0.0
Cheddar , 26.58 , 66.44999999999999 , Wensleydale , 10.97 , 0.0
Cheddar , 26.63 , 66.575 , Wensleydale , 7.9 , 0.0
Cheddar , 26.65 , 66.625 , Cheddar , 20.6 , 0.0
Cheddar , 26.71 , 66.775 , Wensleydale , 4.9 , 0.0
Swiss , 7.04 , 66.88 , Wensleydale , 57.51 , 0.0
Cheddar , 26.88 , 67.2 , Wensleydale , 4.42 , 0.0
Cheddar , 26.94 , 67.35000000000001 , Cheddar , 46.41 , 0.0
Wensleydale , 4.9 , 67.375 , Swiss , 35.81 , 0.0
Cheddar , 27.11 , 67.775 , Swiss , 60.54 , 0.0
Wensleydale , 4.96 , 68.2 , Swiss , 5.75 , 0.0
Cheddar , 27.33 , 68.32499999999999 , Cheddar , 12.39 , 0.0
